postcode.prefix	county
SK12	"Cheshire"
SK12	"Derbyshire"
SK12	"Greater Manchester"
SK13	"Derbyshire"
SK13	"Greater Manchester"
SK14	"Derbyshire"
SK14	"Greater Manchester"
SK15	"Greater Manchester"
SK16	"Greater Manchester"
SK17	"Derbyshire"
SK17	"Staffordshire"
SK2	"Greater Manchester"
SK22	"Derbyshire"
SK22	"Greater Manchester"
SK23	"Cheshire"
SK23	"Derbyshire"
SK3	"Greater Manchester"
SK4	"Greater Manchester"
SK5	"Greater Manchester"
SK6	"Cheshire"
SK6	"Greater Manchester"
SK7	"Cheshire"
SK7	"Greater Manchester"
SK8	"Cheshire"
SK8	"Greater Manchester"
SK9	"Cheshire"
SK9	"Greater Manchester"
SL0	"Berkshire"
SL0	"Buckinghamshire"
SL1	"Berkshire"
SL1	"Buckinghamshire"
SL2	"Berkshire"
SL2	"Buckinghamshire"
SL3	"Berkshire"
SL3	"Buckinghamshire"
SL4	"Berkshire"
SL4	"Buckinghamshire"
SL4	"Surrey"
SL5	"Berkshire"
SL5	"Surrey"
SL6	"Berkshire"
SL6	"Buckinghamshire"
SL60	"Berkshire"
SL7	"Berkshire"
SL7	"Buckinghamshire"
SL8	"Berkshire"
SL8	"Buckinghamshire"
SL9	"Buckinghamshire"
SL9	"Hertfordshire"
SL95	"Berkshire"
SM1	"Greater London"
SM2	"Greater London"
SM2	"Surrey"
SM3	"Greater London"
SM3	"Surrey"
SM4	"Greater London"
SM5	"Greater London"
SM5	"Surrey"
SM6	"Greater London"
SM7	"Greater London"
SM7	"Surrey"
SN1	"Wiltshire"
SN10	"Wiltshire"
SN11	"Wiltshire"
SN12	"Wiltshire"
SN13	"Wiltshire"
SN14	"Gloucestershire"
SN14	"Wiltshire"
SN15	"Wiltshire"
SN16	"Gloucestershire"
SN16	"Wiltshire"
SN17	"Wiltshire"
SN2	"Wiltshire"
SN25	"Wiltshire"
SN26	"Wiltshire"
SN3	"Wiltshire"
SN38	"Wiltshire"
SN4	"Wiltshire"
SN5	"Wiltshire"
SN6	"Gloucestershire"
SN6	"Oxfordshire"
SN6	"Wiltshire"
SN7	"Oxfordshire"
SN8	"Berkshire"
SN8	"Wiltshire"
SN9	"Wiltshire"
SN99	"Wiltshire"
SO1	"Hampshire"
SO14	"Hampshire"
SO15	"Hampshire"
SO16	"Hampshire"
SO17	"Hampshire"
SO18	"Hampshire"
SO19	"Hampshire"
SO2	"Hampshire"
SO20	"Hampshire"
SO21	"Hampshire"
SO22	"Hampshire"
SO23	"Hampshire"
SO24	"Hampshire"
SO25	"Hampshire"
SO3	"Hampshire"
SO30	"Hampshire"
SO31	"Hampshire"
SO32	"Hampshire"
SO4	"Hampshire"
SO40	"Hampshire"
SO41	"Hampshire"
SO42	"Hampshire"
SO43	"Hampshire"
SO45	"Hampshire"
SO5	"Hampshire"
SO5	"Wiltshire"
SO50	"Hampshire"
SO51	"Hampshire"
SO51	"Wiltshire"
SO52	"Hampshire"
SO53	"Hampshire"
SO9	"Hampshire"
SO97	"Hampshire"
SP1	"Wiltshire"
SP10	"Hampshire"
SP11	"Hampshire"
SP11	"Wiltshire"
SP2	"Wiltshire"
SP3	"Wiltshire"
SP4	"Hampshire"
SP4	"Wiltshire"
SP5	"Dorset"
SP5	"Hampshire"
SP5	"Wiltshire"
SP6	"Dorset"
SP6	"Hampshire"
SP6	"Wiltshire"
SP7	"Dorset"
SP7	"Wiltshire"
SP8	"Dorset"
SP9	"Hampshire"
SP9	"Wiltshire"
SR1	"Tyne and Wear"
SR2	"Tyne and Wear"
SR3	"Tyne and Wear"
SR4	"Tyne and Wear"
SR43	"Tyne and Wear"
SR5	"Tyne and Wear"
SR6	"Tyne and Wear"
SR7	"County Durham"
SR7	"Tyne and Wear"
SR8	"County Durham"
SR88	"County Durham"
SR9	"Tyne and Wear"
SS0	"Essex"
SS1	"Essex"
SS11	"Essex"
SS12	"Essex"
SS13	"Essex"
SS14	"Essex"
SS15	"Essex"
SS16	"Essex"
SS17	"Essex"
SS2	"Essex"
SS22	"Essex"
SS3	"Essex"
SS4	"Essex"
SS5	"Essex"
SS6	"Essex"
SS7	"Essex"
SS8	"Essex"
SS9	"Essex"
SS99	"Essex"
ST1	"Staffordshire"
ST10	"Staffordshire"
ST11	"Staffordshire"
ST12	"Staffordshire"
ST13	"Staffordshire"
ST14	"Derbyshire"
ST14	"Staffordshire"
ST15	"Staffordshire"
ST16	"Staffordshire"
ST17	"Staffordshire"
ST18	"Staffordshire"
ST19	"Shropshire"
ST19	"Staffordshire"
ST2	"Staffordshire"
ST20	"Staffordshire"
ST21	"Staffordshire"
ST3	"Staffordshire"
ST4	"Staffordshire"
ST5	"Staffordshire"
ST55	"Staffordshire"
ST6	"Staffordshire"
ST7	"Cheshire"
ST7	"Staffordshire"
ST8	"Staffordshire"
ST9	"Staffordshire"
SW10	"Greater London"
SW11	"Greater London"
SW12	"Greater London"
SW13	"Greater London"
SW14	"Greater London"
SW15	"Greater London"
SW16	"Greater London"
SW17	"Greater London"
SW18	"Greater London"
SW19	"Greater London"
SW1A	"Greater London"
SW1E	"Greater London"
SW1H	"Greater London"
SW1P	"Greater London"
SW1V	"Greater London"
SW1W	"Greater London"
SW1X	"Greater London"
SW1Y	"Greater London"
SW2	"Greater London"
SW20	"Greater London"
SW3	"Greater London"
SW4	"Greater London"
SW5	"Greater London"
SW6	"Greater London"
SW7	"Greater London"
SW8	"Greater London"
SW9	"Greater London"
SW95	"Greater London"
SW99	"Greater London"
SY1	"Shropshire"
SY10	"Shropshire"
SY11	"Shropshire"
SY12	"Shropshire"
SY13	"Cheshire"
SY13	"Shropshire"
SY14	"Cheshire"
SY14	"Shropshire"
SY15	"Shropshire"
SY2	"Shropshire"
SY21	"Shropshire"
SY22	"Shropshire"
SY3	"Shropshire"
SY4	"Shropshire"
SY5	"Shropshire"
SY6	"Shropshire"
SY7	"Herefordshire"
SY7	"Shropshire"
SY8	"Herefordshire"
SY8	"Shropshire"
SY8	"Worcestershire"
SY9	"Shropshire"
SY99	"Shropshire"
TA1	"Somerset"
TA10	"Somerset"
TA11	"Somerset"
TA12	"Somerset"
TA13	"Somerset"
TA14	"Somerset"
TA15	"Somerset"
TA16	"Somerset"
TA17	"Somerset"
TA18	"Dorset"
TA18	"Somerset"
TA19	"Somerset"
TA2	"Somerset"
TA20	"Devon"
TA20	"Dorset"
TA20	"Somerset"
TA21	"Devon"
TA21	"Somerset"
TA22	"Devon"
TA22	"Somerset"
TA23	"Somerset"
TA24	"Somerset"
TA3	"Devon"
TA3	"Somerset"
TA4	"Devon"
TA4	"Somerset"
TA5	"Somerset"
TA6	"Somerset"
TA7	"Somerset"
TA8	"Somerset"
TA9	"Somerset"
TD12	"Northumberland"
TD15	"Northumberland"
TD9	"Cumbria"
TF1	"Shropshire"
TF10	"Shropshire"
TF10	"Staffordshire"
TF11	"Shropshire"
TF11	"Staffordshire"
TF12	"Shropshire"
TF13	"Shropshire"
TF2	"Shropshire"
TF3	"Shropshire"
TF4	"Shropshire"
TF5	"Shropshire"
TF6	"Shropshire"
TF7	"Shropshire"
TF8	"Shropshire"
TF9	"Cheshire"
TF9	"Shropshire"
TF9	"Staffordshire"
TN1	"Kent"
TN10	"Kent"
TN11	"Kent"
TN12	"Kent"
TN13	"Kent"
TN14	"Greater London"
TN14	"Kent"
TN15	"Kent"
TN16	"Greater London"
TN16	"Kent"
TN16	"Surrey"
TN17	"Kent"
TN18	"East Sussex"
TN18	"Kent"
TN19	"East Sussex"
TN2	"East Sussex"
TN2	"Kent"
TN20	"East Sussex"
TN20	"Kent"
TN21	"East Sussex"
TN22	"East Sussex"
TN23	"Kent"
TN24	"Kent"
TN25	"Kent"
TN26	"Kent"
TN27	"Kent"
TN28	"Kent"
TN29	"Kent"
TN3	"East Sussex"
TN3	"Kent"
TN30	"Kent"
TN31	"East Sussex"
TN31	"Kent"
TN32	"East Sussex"
TN33	"East Sussex"
TN34	"East Sussex"
TN35	"East Sussex"
TN36	"East Sussex"
TN37	"East Sussex"
TN38	"East Sussex"
TN39	"East Sussex"
TN4	"Kent"
TN40	"East Sussex"
TN5	"East Sussex"
TN5	"Kent"
TN6	"East Sussex"
TN7	"East Sussex"
TN8	"East Sussex"
TN8	"Kent"
TN8	"Surrey"
TN9	"Kent"
TQ1	"Devon"
TQ10	"Devon"
TQ11	"Devon"
TQ12	"Devon"
TQ13	"Devon"
TQ14	"Devon"
TQ2	"Devon"
TQ3	"Devon"
TQ4	"Devon"
TQ5	"Devon"
TQ6	"Devon"
TQ7	"Devon"
TQ8	"Devon"
TQ9	"Devon"
TR1	"Cornwall"
TR10	"Cornwall"
TR11	"Cornwall"
TR12	"Cornwall"
TR13	"Cornwall"
TR14	"Cornwall"
TR15	"Cornwall"
TR16	"Cornwall"
TR17	"Cornwall"
TR18	"Cornwall"
TR19	"Cornwall"
TR2	"Cornwall"
TR20	"Cornwall"
TR21	"Cornwall"
TR22	"Cornwall"
TR23	"Cornwall"
TR24	"Cornwall"
TR25	"Cornwall"
TR26	"Cornwall"
TR27	"Cornwall"
TR3	"Cornwall"
TR4	"Cornwall"
TR5	"Cornwall"
TR6	"Cornwall"
TR7	"Cornwall"
TR8	"Cornwall"
TR9	"Cornwall"
TR93	"Cornwall"
TS1	"North Yorkshire"
TS10	"North Yorkshire"
TS11	"County Durham"
TS11	"North Yorkshire"
TS12	"North Yorkshire"
TS13	"North Yorkshire"
TS14	"North Yorkshire"
TS15	"County Durham"
TS15	"North Yorkshire"
TS16	"County Durham"
TS17	"County Durham"
TS17	"North Yorkshire"
TS18	"County Durham"
TS18	"North Yorkshire"
TS19	"County Durham"
TS2	"County Durham"
TS2	"North Yorkshire"
TS20	"County Durham"
TS21	"County Durham"
TS22	"County Durham"
TS23	"County Durham"
TS24	"County Durham"
TS25	"County Durham"
TS26	"County Durham"
TS27	"County Durham"
TS28	"County Durham"
TS29	"County Durham"
TS3	"North Yorkshire"
TS4	"North Yorkshire"
TS5	"North Yorkshire"
TS6	"North Yorkshire"
TS7	"North Yorkshire"
TS8	"North Yorkshire"
TS9	"North Yorkshire"
TS90	"North Yorkshire"
TW1	"Greater London"
TW10	"Greater London"
TW11	"Greater London"
TW12	"Greater London"
TW12	"Surrey"
TW13	"Greater London"
TW14	"Greater London"
TW14	"Surrey"
TW15	"Greater London"
TW15	"Surrey"
TW16	"Surrey"
TW17	"Surrey"
TW18	"Berkshire"
TW18	"Surrey"
TW19	"Berkshire"
TW19	"Greater London"
TW19	"Surrey"
TW2	"Greater London"
TW20	"Surrey"
TW3	"Greater London"
TW4	"Greater London"
TW5	"Greater London"
TW6	"Greater London"
TW6	"Surrey"
TW7	"Greater London"
TW8	"Greater London"
TW9	"Greater London"
UB1	"Greater London"
UB10	"Greater London"
UB11	"Greater London"
UB18	"Greater London"
UB2	"Greater London"
UB3	"Greater London"
UB4	"Greater London"
UB5	"Greater London"
UB6	"Greater London"
UB7	"Greater London"
UB8	"Buckinghamshire"
UB8	"Greater London"
UB9	"Buckinghamshire"
UB9	"Greater London"
UB9	"Hertfordshire"
W1	"Greater London"
W10	"Greater London"
W11	"Greater London"
W12	"Greater London"
W13	"Greater London"
W14	"Greater London"
W1A	"Greater London"
W1B	"Greater London"
W1C	"Greater London"
W1D	"Greater London"
W1F	"Greater London"
W1G	"Greater London"
W1H	"Greater London"
W1J	"Greater London"
W1K	"Greater London"
W1M	"Greater London"
W1N	"Greater London"
W1P	"Greater London"
W1R	"Greater London"
W1S	"Greater London"
W1T	"Greater London"
W1U	"Greater London"
W1V	"Greater London"
W1W	"Greater London"
W1X	"Greater London"
W1Y	"Greater London"
W2	"Greater London"
W3	"Greater London"
W4	"Greater London"
W5	"Greater London"
W6	"Greater London"
W7	"Greater London"
W8	"Greater London"
W9	"Greater London"
WA1	"Cheshire"
WA10	"Merseyside"
WA11	"Lancashire"
WA11	"Merseyside"
WA12	"Cheshire"
WA12	"Greater Manchester"
WA12	"Merseyside"
WA13	"Cheshire"
WA13	"Greater Manchester"
WA14	"Cheshire"
WA14	"Greater Manchester"
WA15	"Cheshire"
WA15	"Greater Manchester"
WA16	"Cheshire"
WA2	"Cheshire"
WA2	"Merseyside"
WA3	"Cheshire"
WA3	"Greater Manchester"
WA3	"Merseyside"
WA4	"Cheshire"
WA5	"Cheshire"
WA5	"Merseyside"
WA55	"Cheshire"
WA6	"Cheshire"
WA7	"Cheshire"
WA8	"Cheshire"
WA8	"Merseyside"
WA88	"Cheshire"
WA9	"Cheshire"
WA9	"Merseyside"
WC1A	"Greater London"
WC1B	"Greater London"
WC1E	"Greater London"
WC1H	"Greater London"
WC1N	"Greater London"
WC1R	"City of London"
WC1R	"Greater London"
WC1V	"City of London"
WC1V	"Greater London"
WC1X	"Greater London"
WC2A	"City of London"
WC2A	"Greater London"
WC2B	"Greater London"
WC2E	"Greater London"
WC2H	"Greater London"
WC2N	"Greater London"
WC2R	"Greater London"
WC99	"Greater London"
WD1	"Hertfordshire"
WD17	"Hertfordshire"
WD18	"Hertfordshire"
WD19	"Hertfordshire"
WD2	"Greater London"
WD2	"Hertfordshire"
WD23	"Greater London"
WD23	"Hertfordshire"
WD24	"Hertfordshire"
WD25	"Hertfordshire"
WD3	"Buckinghamshire"
WD3	"Greater London"
WD3	"Hertfordshire"
WD4	"Hertfordshire"
WD5	"Hertfordshire"
WD6	"Greater London"
WD6	"Hertfordshire"
WD7	"Hertfordshire"
WD99	"Hertfordshire"
WF1	"West Yorkshire"
WF10	"West Yorkshire"
WF11	"North Yorkshire"
WF11	"West Yorkshire"
WF12	"West Yorkshire"
WF13	"West Yorkshire"
WF14	"West Yorkshire"
WF15	"West Yorkshire"
WF16	"West Yorkshire"
WF17	"West Yorkshire"
WF2	"West Yorkshire"
WF3	"West Yorkshire"
WF4	"West Yorkshire"
WF5	"West Yorkshire"
WF6	"West Yorkshire"
WF7	"West Yorkshire"
WF8	"North Yorkshire"
WF8	"South Yorkshire"
WF8	"West Yorkshire"
WF9	"West Yorkshire"
WF90	"West Yorkshire"
WN1	"Greater Manchester"
WN2	"Greater Manchester"
WN3	"Greater Manchester"
WN4	"Greater Manchester"
WN4	"Merseyside"
WN5	"Greater Manchester"
WN5	"Lancashire"
WN5	"Merseyside"
WN6	"Greater Manchester"
WN6	"Lancashire"
WN7	"Greater Manchester"
WN8	"Lancashire"
WN8	"Merseyside"
WR1	"Worcestershire"
WR10	"Worcestershire"
WR11	"Gloucestershire"
WR11	"Warwickshire"
WR11	"Worcestershire"
WR12	"Gloucestershire"
WR12	"Worcestershire"
WR13	"Gloucestershire"
WR13	"Herefordshire"
WR13	"Worcestershire"
WR14	"Herefordshire"
WR14	"Worcestershire"
WR15	"Herefordshire"
WR15	"Shropshire"
WR15	"Worcestershire"
WR2	"Worcestershire"
WR3	"Worcestershire"
WR4	"Worcestershire"
WR5	"Worcestershire"
WR6	"Herefordshire"
WR6	"Worcestershire"
WR7	"Worcestershire"
WR78	"Worcestershire"
WR8	"Gloucestershire"
WR8	"Worcestershire"
WR9	"Worcestershire"
WR99	"Worcestershire"
WS1	"West Midlands"
WS10	"West Midlands"
WS11	"Staffordshire"
WS12	"Staffordshire"
WS13	"Staffordshire"
WS14	"Staffordshire"
WS15	"Staffordshire"
WS2	"West Midlands"
WS3	"Staffordshire"
WS3	"West Midlands"
WS4	"West Midlands"
WS5	"West Midlands"
WS6	"Staffordshire"
WS7	"Staffordshire"
WS8	"Staffordshire"
WS8	"West Midlands"
WS9	"Staffordshire"
WS9	"West Midlands"
WV1	"West Midlands"
WV10	"Staffordshire"
WV10	"West Midlands"
WV11	"Staffordshire"
WV11	"West Midlands"
WV12	"West Midlands"
WV13	"West Midlands"
WV14	"West Midlands"
WV15	"Shropshire"
WV15	"Staffordshire"
WV16	"Shropshire"
WV16	"West Midlands"
WV2	"West Midlands"
WV3	"Staffordshire"
WV3	"West Midlands"
WV4	"Staffordshire"
WV4	"West Midlands"
WV5	"Shropshire"
WV5	"Staffordshire"
WV6	"Shropshire"
WV6	"Staffordshire"
WV6	"West Midlands"
WV7	"Shropshire"
WV7	"Staffordshire"
WV7	"West Midlands"
WV8	"Shropshire"
WV8	"Staffordshire"
WV8	"West Midlands"
WV9	"Staffordshire"
WV9	"West Midlands"
WV98	"West Midlands"
WV98	"Worcestershire"
WV99	"Shropshire"
YO1	"North Yorkshire"
YO10	"North Yorkshire"
YO11	"East Riding of Yorkshire"
YO11	"North Yorkshire"
YO12	"North Yorkshire"
YO13	"North Yorkshire"
YO14	"North Yorkshire"
YO15	"East Riding of Yorkshire"
YO16	"East Riding of Yorkshire"
YO17	"North Yorkshire"
YO18	"North Yorkshire"
YO19	"North Yorkshire"
YO2	"North Yorkshire"
YO21	"North Yorkshire"
YO22	"North Yorkshire"
YO23	"North Yorkshire"
YO24	"North Yorkshire"
YO25	"East Riding of Yorkshire"
YO25	"North Yorkshire"
YO26	"North Yorkshire"
YO3	"North Yorkshire"
YO30	"North Yorkshire"
YO31	"North Yorkshire"
YO32	"North Yorkshire"
YO4	"East Riding of Yorkshire"
YO4	"North Yorkshire"
YO41	"East Riding of Yorkshire"
YO41	"North Yorkshire"
YO42	"East Riding of Yorkshire"
YO43	"East Riding of Yorkshire"
YO43	"North Yorkshire"
YO5	"North Yorkshire"
YO51	"North Yorkshire"
YO6	"North Yorkshire"
YO60	"North Yorkshire"
YO61	"North Yorkshire"
YO62	"North Yorkshire"
YO7	"North Yorkshire"
YO8	"East Riding of Yorkshire"
YO8	"North Yorkshire"
YO90	"North Yorkshire"
YO91	"North Yorkshire"
YO95	"East Riding of Yorkshire"
